,text,label,label_text
2224,rasa kaget ini muncul ketika tahu orang yang aku bantu ternyata tidak menghargai,6,surprise
2225,ketika mendapati semua rencana untuk mengadopsi hewan peliharaan tidak terwujud,6,surprise
2226,marah banget karena hobi yang aku jalani tidak pernah membuahkan hasil,1,anger
2227,aku masih terluka karena pengkhianatanmu yang begitu menyakitkan,5,sadness
2228,marah banget karena hidup ini terus kasih masalah yang tidak ada ujungnya,1,anger
2229,terkadang ngerasa gak ada gunanya berharap keadilan di dunia yang gak peduli,5,sadness
2230,ngitung hari buat ketemu dia tidak sabar rasanya,0,anticipation
2231,perlakuan teman yang berubah tibatiba bikin aku merasa bingung dan kaget,6,surprise
2232,kehilangan sesuatu yang selama ini jadi sandaran itu menyakitkan,5,sadness
2233,rasanya gak ada yang bisa menghibur setelah kehilangannya,5,sadness
2234,aku merasa sangat bahagia ketika bisa mencapai tujuan yang selama ini aku perjuangkan,4,joy
2235,rasanya bahagia bisa mencicipi makanan dari berbagai negara di festival kuliner,4,joy
2236,aku percaya kamu akan selalu ada saat aku membutuhkannya,7,trust
2237,serius tempat umum ini penuh dengan bekas makanan bikin tidak nyaman banget,2,disgust
2238,mengapa orang tidak peduli dengan kebersihan ruang publik yang mereka gunakan,2,disgust
2239,rasanya setiap menit terasa semakin lambat karena menunggu kabar penting,0,anticipation
2240,ngitung hari buat lihat hasil presentasi minggu depan,0,anticipation
2241,aku merasa tenang karena tahu kamu akan selalu mendukungku,7,trust
2242,marah banget karena barang yang datang tidak sesuai sama gambar di iklan,1,anger
2243,ngitung hari terus karena tidak sabar ingin lihat hasil akhirnya,0,anticipation
2244,ngitung jam karena tidak sabar buat tahu hasil akhir dari perjalanan ini,0,anticipation
2245,keputusan untuk mengejar impian yang sudah lama terpendam membuatku merasa luar biasa,6,surprise
2246,rasanya tidak ada hari tanpa perasaan takut yang menghantui,3,fear
2247,kita pasti bisa menyelesaikan tugas ini ayo semangat,7,trust
2248,tibatiba merasa terinspirasi oleh visi dan misi perusahaan tempatku bekerja,6,surprise
2249,rasanya campur aduk antara gugup dan senang nunggu momen besar ini,0,anticipation
2250,rasanya sangat bahagia bisa berjalan di tepi pantai sambil merasakan angin sejuk,4,joy
2251,keputusan untuk kembali ke kampung halaman setelah sekian lama di kota besar bikin aku terharu,6,surprise
2252,gugup tiap kali nunggu kabar dari klien besar,0,anticipation
2253,aku yakin semua ini adalah bagian dari rencana besar kita,7,trust
2254,marah banget karena dunia ini seakan tidak memberi kesempatan bagi yang ingin berubah,1,anger
2255,kepercayaan ini membuat semua langkah kita terasa lebih ringan dan penuh keyakinan,7,trust
2256,serius  bau got di dekat rumah bikin aku ingin muntah,2,disgust
2257,tidak sabar buat menjalani malam penuh doa di hari suci yang akan datang,0,anticipation
2258,rasanya sangat memuaskan bisa upgrade karakter di game setelah lama bermain,4,joy
2259,gugup tiap kali mikir tentang hasil yang akan keluar besok,0,anticipation
2260,bahagia itu saat bisa merasakan kesederhanaan hidup yang penuh makna,4,joy
2261,semakin dekat hari presentasi semakin tidak sabar buat tampil,0,anticipation
2262,jijik banget lihat tumpukan piring kotor di dapur restoran,2,disgust
2263,aku tidak pernah merasa sendirian karena kepercayaan ini ada bersamaku,7,trust
2264,tidak habis pikir kenapa keinginan ini tidak pernah bisa jadi kenyataan,1,anger
2265,kesel banget karena keputusan yang diambil atasan sering kali tanpa alasan jelas,1,anger
2266,kesel banget karena setiap kali main selalu ada gangguan yang bikin kalah,1,anger
2267,aku yakin hubungan ini akan bertahan lama karena kepercayaan ini,7,trust
2268,kejutan indah saat melihat tuhan bekerja dalam hidupku dan orangorang di sekitarku,6,surprise
2269,kepercayaan ini membuatku merasa bahwa kita adalah tim yang kuat,7,trust
2270,tidak tahan melihat orang makan dengan tangan kotor di tempat umum,2,disgust
2271,kadang takut buat bertanya karena takut dibilang tidak kompeten,3,fear
2272,kepercayaan ini membuatku merasa bahwa kita bisa melalui segala hal,7,trust
2273,jijik banget lihat rambut rontok berserakan di kamar mandi,2,disgust
2274,rasa takut ini membuatku merasa seperti tidak ada yang bisa aku kendalikan,3,fear
2275,melihat sisa makanan di restoran benarbenar mengganggu,2,disgust
2276,lihat kamar mandi umum yang penuh dengan noda dan bau tidak enak bikin mual,2,disgust
2277,semua harapan seakan sirna saat melihat kenyataan yang tidak sesuai keinginan,5,sadness
2278,rasa terkejut ini muncul ketika aku melihat laporan tentang kebocoran dana publik,6,surprise
2279,hari ini lagi lagi aku merasa hampa tidak ada yang bisa menghiburku,5,sadness
2280,aku merasa bahagia saat bisa menemukan kebahagiaan di halhal kecil setiap hari,4,joy
2281,bermain game survival bikin aku merasa penuh tantangan dan bahagia,4,joy
2282,rasa kaget ini muncul ketika semua rencana yang aku buat disambut baik oleh temanteman,6,surprise
2283,ketika melihat rencana yang telah disusun selama ini akhirnya bisa terlaksana,6,surprise
2284,rasanya senang banget menghadapi semua tantangan yang akan datang dengan perubahan ini,0,anticipation
2285,setiap kali aku berpikir tentang masa depan aku hanya merasa takut,3,fear
2286,marah banget karena barang yang dikirim tidak sesuai pesanan dan tidak bisa dikembalikan,1,anger
2287,rasanya bahagia ketika bisa membuat seseorang merasa dihargai,4,joy
2288,aku bahagia bisa mendapatkan kabar baik dari orang yang aku sayang,4,joy
2289,ketika melihat semua keinginan untuk menikmati hidup harus terpaksa ditunda,6,surprise
2290,ngitung hari terus tiap pagi karena nunggu sesuatu yang spesial,0,anticipation
2291,semoga usahaku gak siasia,5,sadness
2292,setiap momen bersamamu membuktikan betapa kuatnya kepercayaan ini,7,trust
2293,sering takut buat bilang apa yang sebenarnya aku rasain takut tidak ada yang peduli,3,fear
2294,beneran tidak tahan lihat orang yang makan dan minum dari gelas kotor,2,disgust
2295,tibatiba merasa sangat marah ketika mengetahui bahwa hak asasi manusia diabaikan,6,surprise
2296,serius  kenapa ada orang yang makan dengan tangan yang super kotor,2,disgust
2297,tidak sabar buat mencapai mimpi yang selama ini aku kejar,0,anticipation
2298,aku jijik banget lihat tumpukan piring kotor di dapur,2,disgust
2299,rasanya campur aduk antara tidak sabar dan gugup menghadapi perubahan,0,anticipation
2300,setiap momen bersamamu selalu menambah rasa percayaku padamu,7,trust
2301,jijik banget lihat tumpukan piring kotor di dapur bersama,2,disgust
2302,rasa takut bikin aku terlalu sering overthinking tentang masa depan,3,fear
2303,tidak tahan lagi sama bug yang tidak pernah diperbaiki di game ini,1,anger
2304,aku benarbenar jijik dengan cara orang ini memperlakukan binatang peliharaan,2,disgust
2305,aku tahu kamu akan selalu melakukan yang terbaik untuk kita berdua,7,trust
2306,ingin ngerasain hidup tanpa mikirin uang terusterusan,5,sadness
2307,lihat tumpukan piring kotor di dapur bikin jijik,2,disgust
2308,menyelesaikan tugas sulit bikin aku merasa sangat puas dan bahagia,4,joy
2309,tidak sabar banget nunggu hari di mana kita mengikat janji suci bersama,0,anticipation
2310,takut banget kalau semua kerja keras selama ini ternyata tidak ada hasilnya,3,fear
2311,ingin ngerasain kasih sayang yang tulus tapi rasanya jauh dari kenyataan,5,sadness
2312,tidak tahan lagi sama level yang mustahil diselesaikan tanpa bayar,1,anger
2313,gak ada yang lebih menyakitkan daripada kehilangan orang yang dulu pernah aku anggap segalanya,5,sadness
2314,takut ngecewain diri sendiri lebih dari apapun karena ekspektasiku tinggi banget,3,fear
2315,serius  bau kaki orang di sebelahku di kereta bikin tidak nyaman,2,disgust
2316,terkadang ingin menyerah karena dunia ini terlalu kejam buat dihadapi,5,sadness
2317,aku percaya kamu akan selalu membimbingku dengan cara yang benar,7,trust
2318,ketidakadilan ini bikin aku kehilangan harapan pada masa depan yang lebih baik,5,sadness
2319,aku percaya kita bisa mengatasi setiap rintangan yang ada di depan,7,trust
2320,dunia ini terasa seperti tempat yang gak layak untuk dihuni lagi,5,sadness
2321,setiap tindakanmu selalu menunjukkan betapa tulusnya rasa percayaku padamu,7,trust
2322,tidak sabar buat terlibat langsung dalam proyek besar ini,0,anticipation
2323,semoga segera datang kabarnya udah tidak tahan lagi nunggu,0,anticipation
2324,setiap keputusan yang kamu buat menunjukkan betapa tulusnya niatmu,7,trust
2325,tibatiba dikecewakan oleh orang yang aku anggap pahlawan dalam hidupku,6,surprise
2326,rasanya ingin tahu sekarang juga apa yang akan terjadi nanti,0,anticipation
2327,aku tidak bisa berhenti memikirkan apa yang akan terjadi ini membuatku sangat takut,3,fear
2328,aku kehilangan lebih dari sekadar seseorang aku kehilangan bagian dari diriku,5,sadness
2329,tidak habis pikir kenapa dunia ini begitu cepat menghakimi tanpa memahami,1,anger
2330,gak nyangka orang yang aku percayai malah berbuat curang di belakangku,6,surprise
2331,rasanya tidak sabar ingin peluk dia lagi setelah sekian lama,0,anticipation
2332,marah banget karena koneksi tibatiba putus pas lagi di tengah game penting,1,anger
2333,bahagia itu ketika bisa menikmati secangkir cokelat panas di malam yang dingin,4,joy
2334,takut kalau keputusan yang aku ambil sekarang akan bikin masa depan jadi lebih sulit,3,fear
2335,tidak bisa berhenti mikirin apa yang akan terjadi dalam beberapa hari ke depan,0,anticipation
2336,gak nyangka betapa bobroknya pemerintahan kita dalam menangani isuisu penting,6,surprise
2337,nginjek lumpur pas lagi pakai sepatu baru,2,disgust
2338,rasanya bahagia banget bisa meluangkan waktu untuk diriku sendiri setelah hari yang sibuk,4,joy
2339,aku percaya kita akan berhasil karena aku yakin pada dirimu sepenuhnya,7,trust
2340,bau rokok di ruangan tertutup seperti gini bikin mual banget,2,disgust
2341,aku merasa sangat tidak nyaman dengan kondisi rumah yang penuh dengan barangbarang berserakan,2,disgust
2342,aku percaya bahwa kita bisa menjadikan mimpi kita kenyataan,7,trust
2343,bahagia itu ketika bisa menikmati waktu berkualitas bersama keluarga,4,joy
2344,rasanya bahagia bisa merasa damai meski hari ini penuh kesibukan,4,joy
2345,kepercayaan ini adalah ikatan yang menghubungkan hati kita,7,trust
2346,rasa kaget ini muncul ketika rencana untuk berlibur ke tempat impian akhirnya terwujud,6,surprise
2347,aku tidak tahan melihat orang makan dengan tangan kotor di tempat umum,2,disgust
2348,tidak tahan sama bau apek dari pakaian orang di sebelah,2,disgust
2349,ketika rencana hidupku tidak berjalan sesuai harapan dan itu bikin aku kaget,6,surprise
2350,aku yakin kamu akan selalu memberi yang terbaik untuk kita,7,trust
2351,gak tau kapan dunia ini bisa lebih adil dan manusiawi,5,sadness
2352,tidak habis pikir kenapa progress dalam hobiku selalu tersendatsendat,1,anger
2353,rasa takut ini membuatku merasa seperti hidup dalam bayangbayang kegagalan,3,fear
2354,aku merasa sangat bahagia bisa makan siang enak bersama temanteman,4,joy
2355,bisa bertemu dengan orang yang menginspirasi hidupku dan membuatku terkejut,6,surprise
2356,bahagia itu ketika bisa menemukan solusi kreatif untuk masalah yang rumit,4,joy
2357,rasa kaget ini muncul ketika aku melihat bukti bahwa pengadilan tidak lagi independen,6,surprise
2358,tidak habis pikir kenapa dunia ini semakin dingin dan acuh tidak acuh terhadap sesama,1,anger
2359,setiap hari aku semakin percaya padamu karena ketulusan yang selalu kamu tunjukkan,7,trust
2360,gak pernah ada cukup uang buat nikmatin hidup selalu habis buat kebutuhan dasar,5,sadness
2361,aku gak tau bagaimana cara menghadapi hidup tanpa ayah di sampingku,5,sadness
2362,lingkungan yang penuh dengan barangbarang berserakan membuatku tidak nyaman,2,disgust
2363,hubungan ini ninggalin luka yang mungkin gak akan pernah sembuh,5,sadness
2364,kaget banget ketika semua usaha untuk mendapatkan pekerjaan impian tidak membuahkan hasil,6,surprise
2365,aku jijik dengan cara orang ini memperlakukan lingkungannya dengan begitu buruk,2,disgust
2366,marah banget karena semua usaha dalam hidup ini cuma berujung kegagalan,1,anger
2367,kadang lebih takut sama harapan sendiri daripada realita yang ada di depan mata,3,fear
2368,setiap kali ingat ayah air mata ini gak pernah berhenti jatuh,5,sadness
2369,rasa takut ini seperti merampas semua kebahagiaan yang pernah aku miliki,3,fear
2370,setiap langkah kecil ternyata membawa dampak besar dan itu bikin aku kaget,6,surprise
2371,setiap kali ingat pengkhianatan ini rasanya hati ini hancur lagi,5,sadness
2372,gak nyangka bisa merasakan kasih tuhan yang begitu dalam di saatsaat sulit,6,surprise
2373,aku percaya kita bisa menghadapi setiap rintangan yang datang,7,trust
2374,kepercayaan ini membuat segalanya menjadi lebih bermakna,7,trust
2375,gak tau bagaimana caranya move on dari hubungan yang udah jadi bagian hidupku,5,sadness
2376,aku yakin kita akan menemukan kebahagiaan bersama karena kepercayaan ini,7,trust
2377,aku takut kalau aku tidak akan pernah bisa keluar dari situasi sulit ini,3,fear
2378,rasa kaget ini muncul ketika melihat betapa banyak teman baru yang aku dapatkan di tempat kerja,6,surprise
2379,tadi malam aku terkejut ketika tahu rencana perjalanan yang sudah lama aku idamkan dibatalkan,6,surprise
2380,sulit banget nahan air mata hari ini semuanya berantakan,5,sadness
2381,semoga keluarga selalu sehat dan bahagia,5,sadness
2382,kamu selalu memberi alasan untuk terus percaya pada setiap keputusanmu,7,trust
2383,gak percaya bahwa kepentingan politik lebih diutamakan daripada kesejahteraan rakyat,6,surprise
2384,ketika melihat sesuatu yang tidak biasa di tempat yang seharusnya biasa,6,surprise
2385,gak ada yang lebih menyakitkan daripada melihat ketidakadilan merajalela tanpa ada yang menghentikan,5,sadness
2386,aku tidak paham kenapa ada orang yang tidak ganti sprei kasur selama berbulanbulan super menjijikkan,2,disgust
2387,tidak sabar lagi nunggu momen spiritual yang datang hanya setahun sekali,0,anticipation
2388,sulit banget buat ngatur keuangan paspasan yang gak pernah cukup buat sebulan,5,sadness
2389,aku selalu berharap bisa bicara dengan ayah sekali lagi,5,sadness
2390,ngitung hari terus karena tidak sabar lihat hasil akhirnya,0,anticipation
2391,aku takut kalau aku tidak akan pernah bisa menjadi orang yang aku inginkan,3,fear
2392,tidak habis pikir kenapa kamu tidak pernah mau dengerin apa yang aku bilang,1,anger
2393,ketika mendapati bahwa pengadaan barang publik tidak sesuai dengan kualitas yang dijanjikan,6,surprise
2394,aku tidak bisa berhenti merasa takut bahkan saat tidak ada yang terjadi,3,fear
2395,rasa takut ini membuatku ragu untuk melangkah maju aku tidak tahu harus bagaimana,3,fear
2396,kesel maksimal udah main lamalama tapi progress game tidak tersimpan,1,anger
2397,rasa percaya ini membuatku yakin pada setiap langkah yang kita ambil,7,trust
2398,berhasil mengatasi masalah di tempat kerja bikin aku merasa lebih percaya diri dan bahagia,4,joy
2399,tidak tahan lagi menunggu momen suci yang akan mengubah hidup kami selamanya,0,anticipation
2400,kesel banget karena dunia ini tidak pernah memberi ruang bagi kebaikan untuk bertahan lama,1,anger
2401,rasanya sangat memuaskan bisa menikmati makanan dengan porsi pas,4,joy
2402,kenapa aku selalu gagal,5,sadness
2403,hari ini aku bahagia karena bisa berbagi cerita dengan sahabat lama,4,joy
2404,tidak ngerti kenapa ada orang yang tidak cuci tangan setelah dari toilet,2,disgust
2405,tidak sabar nunggu hari libur biar bisa habisin waktu bareng dia,0,anticipation
2406,satu kejutan besar ketika mengetahui bahwa sahabatku menyimpan rahasia dariku,6,surprise
